"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0Z330","2019-07-27 02:00:00","488.000","112.000","0.400","23.600","0.990","954.400","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","23.600",""
"C0E590","2019-07-27 02:00:00","40.000","181.000","0.900","27.800","0.820","1000.400","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.800",""
"C0D540","2019-07-27 02:00:00","227.000","0.000","0.000","24.500","0.890","982.000","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.200",""
"C0K420","2019-07-27 02:00:00","42.000","94.000","0.500","26.700","0.840","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.700",""
"C0V630","2019-07-27 02:00:00","19.000","88.000","0.400","28.000","0.860","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.900",""
"C0U910","2019-07-27 02:00:00","17.000","289.000","1.100","27.400","0.870","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.200",""
"C0U600","2019-07-27 02:00:00","10.000","328.000","0.600","26.500","0.950","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.500",""
"C0G820","2019-07-27 02:00:00","29.000","0.000","0.100","26.700","1.000","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.700",""
"C0R590","2019-07-27 02:00:00","72.000","21.000","1.200","26.100","0.960","998.000","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.100",""
"C0A9E0","2019-07-27 02:00:00","26.000","217.000","0.700","28.400","0.750","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","28.300",""
"C0R480","2019-07-27 02:00:00","57.000","0.000","0.000","26.500","0.900","999.700","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.400",""
"C0X300","2019-07-27 02:00:00","70.000","81.000","0.400","24.700","0.960","998.300","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.600",""
"C0U970","2019-07-27 02:00:00","7.000","218.000","0.900","27.800","0.850","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","27.700",""
"C0M750","2019-07-27 02:00:00","10.000","169.000","1.900","28.900","0.830","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","28.700",""
"C0I110","2019-07-27 02:00:00","161.000","0.000","0.000","24.500","0.990","988.600","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.400",""
"C0V370","2019-07-27 02:00:00","74.000","0.000","0.000","25.300","0.970","998.400","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.300",""
"C0C690","2019-07-27 02:00:00","242.000","193.000","0.400","26.100","0.760","979.700","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.700",""
"C0A540","2019-07-27 02:00:00","401.000","0.000","0.000","24.700","0.910","958.400","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.700",""
"C0H950","2019-07-27 02:00:00","192.000","0.000","0.000","23.600","0.990","985.900","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","23.600",""
"C0R360","2019-07-27 02:00:00","20.000","0.000","0.000","26.100","-99.000","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.100",""
"C0O960","2019-07-27 02:00:00","112.000","94.000","0.700","25.700","0.900","993.400","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.700",""
"C0AH10","2019-07-27 02:00:00","30.000","165.000","1.400","27.700","0.800","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","27.600",""
"C0X210","2019-07-27 02:00:00","38.000","69.000","1.200","25.900","0.950","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.700",""
"C0D430","2019-07-27 02:00:00","87.000","0.000","0.000","24.700","0.980","995.500","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.700",""
"C0AD30","2019-07-27 02:00:00","20.000","316.000","1.100","29.300","0.730","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","28.900",""
"C0R240","2019-07-27 02:00:00","87.000","29.000","0.300","25.400","0.990","996.300","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.200",""
"C0U960","2019-07-27 02:00:00","1885.000","167.000","0.600","14.600","0.960","812.500","-99.000","0.000","-99.000","-99.000","-99.000","15.000","","14.500",""
"C0T9E0","2019-07-27 02:00:00","415.000","0.000","0.000","24.100","0.940","962.000","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","24.100",""
"C0D550","2019-07-27 02:00:00","1956.000","0.000","0.000","15.800","0.960","809.300","-99.000","0.000","-99.000","-99.000","-99.000","16.500","","15.800",""
"C0C630","2019-07-27 02:00:00","209.000","194.000","1.300","26.300","0.760","983.200","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","26.100",""
"C0D650","2019-07-27 02:00:00","97.000","173.000","0.500","28.100","0.750","995.600","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","27.600",""
"C0R380","2019-07-27 02:00:00","2.000","97.000","0.600","26.300","-99.000","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.100",""
"C0K510","2019-07-27 02:00:00","10.000","189.000","1.000","28.300","0.840","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","28.100",""
"C0V360","2019-07-27 02:00:00","94.000","0.000","0.100","24.600","0.960","995.700","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.600",""
"C0M780","2019-07-27 02:00:00","30.000","0.000","0.000","28.000","0.850","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","28.000",""
"C0G850","2019-07-27 02:00:00","62.000","0.000","0.100","28.500","0.820","998.300","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","28.500",""
"C0K530","2019-07-27 02:00:00","12.000","168.000","1.400","28.400","0.890","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","28.400",""
"C0V750","2019-07-27 02:00:00","50.000","122.000","1.300","28.800","1.000","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","28.600",""
"C0M830","2019-07-27 02:00:00","540.000","357.000","0.300","22.200","0.990","948.800","-99.000","0.000","-99.000","-99.000","-99.000","22.200","","21.700",""
"C0T790","2019-07-27 02:00:00","2830.000","124.000","3.000","11.200","0.990","726.500","-99.000","0.000","-99.000","-99.000","-99.000","11.200","","11.000",""
"C0S730","2019-07-27 02:00:00","110.000","18.000","2.200","27.000","0.950","993.500","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.900",""
"C0F0D0","2019-07-27 02:00:00","3171.000","92.000","0.300","9.400","0.870","697.500","-99.000","0.000","-99.000","-99.000","-99.000","10.900","","9.300",""
"C0F9X0","2019-07-27 02:00:00","166.000","221.000","1.500","26.900","0.840","988.100","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.800",""
"C0F9Q0","2019-07-27 02:00:00","149.000","129.000","2.000","26.100","0.840","988.700","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","26.100",""
"C0E780","2019-07-27 02:00:00","160.000","219.000","1.000","26.900","0.750","987.900","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","26.800",""
"C0SA80","2019-07-27 02:00:00","136.000","246.000","0.400","25.800","0.910","990.700","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","25.800",""
"C0T960","2019-07-27 02:00:00","120.000","329.000","0.300","24.900","0.990","993.400","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.900",""
"C0UA50","2019-07-27 02:00:00","808.000","134.000","0.600","22.300","0.990","918.900","-99.000","0.000","-99.000","-99.000","-99.000","22.700","","22.300",""
"C0U860","2019-07-27 02:00:00","5.000","68.000","1.300","28.500","0.860","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","28.400",""
"C0D480","2019-07-27 02:00:00","223.000","0.000","0.000","24.100","0.950","980.700","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","24.100",""
"C0K291","2019-07-27 02:00:00","8.000","157.000","0.700","28.900","0.860","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","28.900",""
"C0X170","2019-07-27 02:00:00","50.000","55.000","0.500","27.700","0.840","999.800","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.700",""
"C0AH30","2019-07-27 02:00:00","755.000","178.000","3.900","22.700","0.990","923.500","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","22.400",""
"C0R130","2019-07-27 02:00:00","1040.000","258.000","0.700","21.500","0.930","892.900","-99.000","0.000","-99.000","-99.000","-99.000","21.500","","20.700",""
"C0M790","2019-07-27 02:00:00","15.000","0.000","0.000","27.900","0.830","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.600",""
"C0E530","2019-07-27 02:00:00","341.000","238.000","1.600","25.400","0.830","968.000","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.300",""
"C0I520","2019-07-27 02:00:00","3860.000","-99.000","-99.000","6.900","0.790","641.900","-99.000","-99.000","-99.000","-99.000","-99.000","8.300","","6.800",""
"C0C590","2019-07-27 02:00:00","72.000","142.000","0.600","26.900","0.820","997.500","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.100",""
"C0G780","2019-07-27 02:00:00","27.000","130.000","0.700","28.500","0.830","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","28.500",""
"C0V660","2019-07-27 02:00:00","25.000","119.000","0.700","28.100","0.860","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.600",""
"C0F9R0","2019-07-27 02:00:00","20.000","188.000","0.500","28.500","1.000","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","28.300",""
"C0C700","2019-07-27 02:00:00","151.000","127.000","1.200","27.800","0.730","989.900","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.800",""
"C0R100","2019-07-27 02:00:00","1006.000","315.000","0.800","20.600","0.990","898.900","-99.000","0.000","-99.000","-99.000","-99.000","20.800","","20.600",""
"C0X120","2019-07-27 02:00:00","28.000","135.000","1.500","27.500","0.990","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.500",""
"C0W110","2019-07-27 02:00:00","16.000","194.000","4.100","-99.000","-99.000","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"CM0130","2019-07-27 02:00:00","11.000","132.000","2.500","29.000","0.800","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","29.000",""
"C0AC70","2019-07-27 02:00:00","71.000","0.000","0.200","26.900","0.870","998.500","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.700",""
"CM0100","2019-07-27 02:00:00","25.000","81.000","2.100","27.000","0.810","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.000",""
"C0X050","2019-07-27 02:00:00","25.000","120.000","0.500","26.500","0.930","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.500",""
"C0K580","2019-07-27 02:00:00","26.000","78.000","0.800","26.700","0.890","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","26.700",""
"C0G650","2019-07-27 02:00:00","34.000","0.000","0.000","27.000","0.990","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","27.000",""
"C0T9B0","2019-07-27 02:00:00","558.000","270.000","0.700","24.600","0.820","946.700","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","23.700",""
"C0E850","2019-07-27 02:00:00","104.000","106.000","0.800","25.100","0.880","994.100","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.100",""
"C0S990","2019-07-27 02:00:00","409.000","204.000","0.700","26.500","0.780","961.600","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.200",""
"C0X240","2019-07-27 02:00:00","394.000","189.000","0.600","23.000","0.970","963.600","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","23.000",""
"C0I090","2019-07-27 02:00:00","910.000","173.000","0.300","21.900","0.880","909.000","-99.000","0.000","-99.000","-99.000","-99.000","22.300","","21.400",""
"C0I490","2019-07-27 02:00:00","1601.000","80.000","1.900","17.600","0.990","839.400","-99.000","0.000","-99.000","-99.000","-99.000","17.700","","17.000",""
"C0Z050","2019-07-27 02:00:00","830.000","328.000","0.700","21.400","0.820","918.600","-99.000","0.000","-99.000","-99.000","-99.000","21.800","","20.900",""
"C0X150","2019-07-27 02:00:00","18.000","138.000","0.900","28.000","0.900","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","28.000",""
"C0U720","2019-07-27 02:00:00","1260.000","204.000","0.500","20.200","0.950","883.700","-99.000","0.000","-99.000","-99.000","-99.000","20.600","","20.200",""
"C0W140","2019-07-27 02:00:00","21.000","198.000","1.900","27.300","0.920","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","27.300",""
"C0G660","2019-07-27 02:00:00","27.000","117.000","0.800","26.900","0.890","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.900",""
"C0R400","2019-07-27 02:00:00","15.000","0.000","0.200","26.200","-99.000","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.200",""
"C0E750","2019-07-27 02:00:00","62.000","208.000","2.000","28.800","0.670","998.000","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","28.800",""
"C0U520","2019-07-27 02:00:00","517.000","220.000","0.700","22.600","0.990","952.300","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","22.500",""
"C0T9G0","2019-07-27 02:00:00","605.000","0.000","0.100","24.400","0.760","942.600","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","23.600",""
"C0S700","2019-07-27 02:00:00","507.000","193.000","1.400","23.200","0.980","951.400","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","23.200",""
"C0Z310","2019-07-27 02:00:00","59.000","351.000","0.900","26.300","0.980","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.300",""
"C0V610","2019-07-27 02:00:00","22.000","92.000","1.300","28.200","0.830","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","28.200",""
"C0E610","2019-07-27 02:00:00","850.000","0.000","0.000","22.300","0.790","915.100","-99.000","0.000","-99.000","-99.000","-99.000","22.300","","21.800",""
"C0R280","2019-07-27 02:00:00","242.000","0.000","0.000","24.600","-99.000","978.800","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.600",""
"C0V450","2019-07-27 02:00:00","51.000","82.000","0.500","26.600","0.990","1000.200","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.400",""
"C0M720","2019-07-27 02:00:00","225.000","109.000","1.000","25.400","0.810","981.200","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","25.200",""
"C0AD10","2019-07-27 02:00:00","27.000","262.000","0.600","29.000","0.750","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","28.700",""
"C0Z180","2019-07-27 02:00:00","34.000","0.000","0.200","27.200","0.840","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.100",""
"C0E830","2019-07-27 02:00:00","37.000","178.000","2.400","28.600","0.730","1001.300","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","28.400",""
"C0R420","2019-07-27 02:00:00","504.000","0.000","0.100","23.000","-99.000","946.700","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","23.000",""
"C0X290","2019-07-27 02:00:00","10.000","152.000","1.600","28.300","0.860","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","28.200",""
"C0U760","2019-07-27 02:00:00","22.000","0.000","0.000","25.800","0.990","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.700",""
"C0U780","2019-07-27 02:00:00","15.000","283.000","0.500","27.500","0.820","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","27.400",""
"C0H9C0","2019-07-27 02:00:00","3402.000","51.000","0.900","9.600","0.930","676.800","-99.000","0.000","-99.000","-99.000","-99.000","10.800","","9.600",""
"C0V650","2019-07-27 02:00:00","28.000","120.000","2.300","27.700","0.820","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.600",""
"C0K470","2019-07-27 02:00:00","97.000","106.000","2.000","26.200","0.840","995.200","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.600",""
"C0T9N0","2019-07-27 02:00:00","261.000","239.000","0.500","25.600","0.860","977.800","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","25.600",""
"C0Z070","2019-07-27 02:00:00","247.000","0.000","0.100","24.600","0.990","979.000","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","24.600",""
"C0Z280","2019-07-27 02:00:00","224.000","116.000","0.800","24.900","0.940","982.400","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.900",""
"C0SA40","2019-07-27 02:00:00","200.000","276.000","0.400","24.500","0.960","984.100","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.500",""
"C0V440","2019-07-27 02:00:00","27.000","155.000","0.800","26.500","0.840","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.300",""
"C0R490","2019-07-27 02:00:00","49.000","19.000","1.700","26.600","0.830","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.500",""
"C0B010","2019-07-27 02:00:00","38.000","218.000","1.200","27.000","0.900","999.700","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.800",""
